Genus	year	Date submitted	Case_Reference	Case_number	Collection_(clean)	Plate	Remarks	Patient / Shed Number	Species type	Specimen	Info/Nota	Amp 25-d	Amc 30-d	CL 100-d	Eft 30-d	Enr 5-d	Te 30-d	SF 300-d	W 5-d	Cn10-d	Ery 5-d	Tic 75-d	Ak 30-d
Escherichia	2014	21/3/14	CM2014-0158 E coli Box 10 Tube 15	CM2014-0158	E. coli Box 10 Tube 15	E429	Typical	274798	Feline	urinary	Cystocentesis	R	R	R	.	R	R	R	R	S	.	.	S
Escherichia	2014	24/3/14	CM2014-0160 E coli Box 10 Tube 16	CM2014-0160	E. coli Box 10 Tube 16	E430	Typical	293568	Feline	urinary	Cystocentesis.	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	25/3/14	CM2014-0165 E coli Box 10 Tube 17	CM2014-0165	E. coli Box 10 Tube 17	E431	Typical	293592	Canine	urinary	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	28/3/14	CM2014-0181 E coli Box 10 Tube 19	CM2014-0181	E. coli Box 10 Tube 19	E432	Typical	274798	Feline	urinary	Cystocentesis.	R	R	R	.	R	R	R	R	S	.	.	S
Escherichia	2014	3/4/14	CM2014-0197 E coli Box 10 Tube 20	CM2014-0197	E. coli Box 10 Tube 20	E433	not sent	274798	Feline	urinary	Cystocentesis.	R	R	R	.	R	R	R	R	S	.	.	S
Escherichia	2014	14/4/14	CM2014-0225 E coli Box 10 Tube 21	CM2014-0225	E. coli Box 10 Tube 21	E434	not sent	286174	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	14/4/14	CM2014-0228 E coli Box 10 Tube 22	CM2014-0228	E. coli Box 10 Tube 22	E435	not sent	293970	Canine	digestive	Faeces	R	R	R	.	S	R	S	.	.	.	.	.
Escherichia	2014	23/4/14	CM2014-0249 E coli Box 10 Tube 23	CM2014-0249	E. coli Box 10 Tube 23	E436	not sent	293994	Equine	skin and subcutis	Incisional infection swab	R	.	.	R	S	R	R	R	R	.	R	S
Escherichia	2014	6/5/14	CM2014-0288 E coli Box 10 Tube 24	CM2014-0288	E. coli Box 10 Tube 24	E437	not sent	249529	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	7/5/14	CM2014-0289 E coli Box 10 Tube 25	CM2014-0289	E. coli Box 10 Tube 25	E438	not sent	269064	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	8/5/14	CM2014-0294 E coli Box 10 Tube 27	CM2014-0294	E. coli Box 10 Tube 27	E439	not sent	286174	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	8/4/14	CM2014-0212 E coli Box 10 Tube 28	CM2014-0212	E. coli Box 10 Tube 28	E440	not sent	293453	Feline	systemic or large cavities	Liver and gall bladder/bile swabs	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	12/5/14	CM2014-0297 E coli Box 10 Tube 30	CM2014-0297	E. coli Box 10 Tube 30	E441	not sent	294489	Canine	systemic or large cavities	Abdominal fluid and swab of abdominal fluid	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	15/5/14	CM2014-0314 E coli Box 10 Tube 31	CM2014-0314	E. coli Box 10 Tube 31	E442	not sent	89370	Feline	urinary	Cystocentesis.	S	.	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	20/5/14	CM2014-0319 E coli Box 10 Tube 32	CM2014-0319	E. coli Box 10 Tube 32	E443	not sent	281810	Feline	urinary	Urine and catheter tip	R	S	S	.	S	S	R	R	.	.	.	.
Escherichia	2014	20/5/14	CM2014-0322 E coli Box 10 Tube 33	CM2014-0322	E. coli Box 10 Tube 33	E444	not sent	294644	Equine	musculo-skeletal	Fibrin and tendon from punctured navicular bursa	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2014	21/5/14	CM2014-0324 E coli Box 10 Tube 34	CM2014-0324	E. coli Box 10 Tube 34	E445	not sent	286174	Canine	urinary	Cystocentesis.	R	S	S	.	R	R	R	R	.	.	.	.
Escherichia	2014	23/5/14	CM2014-0333 E coli Box 10 Tube 35	CM2014-0333	E. coli Box 10 Tube 35	E446	not sent	287107	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	30/5/14	CM2014-0350 E coli Box 10 Tube 36	CM2014-0350	E. coli Box 10 Tube 36	E447	not sent	207961	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/5/13	CM2013-0401 E coli Box 10 Tube 39	CM2013-0401	E. coli Box 10 Tube 39	E448	not sent	287619	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	4/6/14	CM2014-0365 E coli Box 10 Tube 40	CM2014-0365	E. coli Box 10 Tube 40	E449	not sent	294867	Canine	systemic or large cavities	Abdominal fluid and gall bladder	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	6/6/14	CM2014-0374 E coli Box 10 Tube 42	CM2014-0374	E. coli Box 10 Tube 42	E450	not sent	288525	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	16/6/14	CM2014-0390 E coli Box 10 Tube 44	CM2014-0390	E. coli Box 10 Tube 44	E451	not sent	295030	Feline	urinary	Cystocentesis.	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	23/6/14	CM2014-0405 E coli Box 10 Tube 45	CM2014-0405	E. coli Box 10 Tube 45	E452	not sent	284042	Canine	urinary	Free catch urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	23/6/14	CM2014-0408 E coli Box 10 Tube 46	CM2014-0408	E. coli Box 10 Tube 46	E453	not sent	244390	Equine	systemic or large cavities	Aspirate from abdominal mass	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2014	1/7/14	CM2014-0437 E coli Box 10 Tube 47	CM2014-0437	E. coli Box 10 Tube 47	E454	not sent	269064	Canine	urinary	Free catch urine	S	S	S	.	R	S	S	S	.	.	.	.
Escherichia	2014	4/7/14	CM2014-0441 E coli Box 10 Tube 48	CM2014-0441	E. coli Box 10 Tube 48	E455	not sent	295371	Equine	musculo-skeletal	Joint fluid in culture bottle	S	.	.	S	S	S	R	R	S	.	S	.
Escherichia	2014	10/7/14	CM2014-0458 E coli Box 10 Tube 49	CM2014-0458	E. coli Box 10 Tube 49	E456	not sent	294743	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2014	11/7/14	CM2014-0466 E coli Box 10 Tube 50	CM2014-0466	E. coli Box 10 Tube 50	E457	not sent	295535	Equine	urinary	Urine	R	S	.	R	R	R	R	R	R	.	R	S
Escherichia	2014	14/7/14	CM2014-0467 E coli Box 10 Tube 51	CM2014-0467	E. coli Box 10 Tube 51	E458	not sent	295578	Canine	respiratory	Swab from ET tube.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	15/7/14	CM2014-0470 E coli Box 10 Tube 52	CM2014-0470	E. coli Box 10 Tube 52	E459	not sent	290894	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	17/7/14	CM2014-0478 E coli Box 10 Tube 53	CM2014-0478	E. coli Box 10 Tube 53	E460	not sent	295280	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2014	31/7/14	CM2014-0516 E coli Box 10 Tube 57	CM2014-0516	E. coli Box 10 Tube 57	E461	not sent	281119	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	6/8/14	CM2014-0524 E coli Box 10 Tube 58	CM2014-0524	E. coli Box 10 Tube 58	E462	not sent	266638	Feline	urinary	Urine	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	11/8/14	CM2014-0536 E coli Box 10 Tube 60	CM2014-0536	E. coli Box 10 Tube 60	E463	not sent	285254	Canine	urinary	Cystocentesis.	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2014	12/8/14	CM2014-0541 E coli Box 10 Tube 61	CM2014-0541	E. coli Box 10 Tube 61	E464	not sent	739-14	Bovine	mammary	"Mammary gland and Liver

Charge to T25"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	26/8/14	CM2014-0580 E coli Box 10 Tube 62	CM2014-0580	E. coli Box 10 Tube 62	E465	not sent	292390	Canine	urinary	Urine	R	R	S	.	R	R	R	R	R	.	R	S
Escherichia	2014	28/8/14	CM2014-0592 E coli Box 10 Tube 64	CM2014-0592	E. coli Box 10 Tube 64	E466	not sent	292390	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	.	.	R	.
Escherichia	2014	4/9/14	CM2014-0620 E coli Box 10 Tube 65	CM2014-0620	E. coli Box 10 Tube 65	E467	not sent	261717	Feline	urinary	Urine	S	S	S	.	.	S	S	S	.	.	.	.
Escherichia	2014	8/9/14	CM2014-0626 E coli Box 10 Tube 66	CM2014-0626	E. coli Box 10 Tube 66	E468	not sent	288731	Canine	musculo-skeletal	swab from wound	R	R	S	.	S	S	S	R	S	.	R	S
Escherichia	2014	15/9/14	CM2014-0644 E coli Box 10 Tube 67	CM2014-0644	E. coli Box 10 Tube 67	E469	not sent	288731	Canine	skin and subcutis	Swabs from tail wound	R	R	S	.	S	S	S	R	S	.	R	S
Escherichia	2014	6/10/14	CM2014-0713 E coli Box 10 Tube 69	CM2014-0713	E. coli Box 10 Tube 69	E470	not sent	261717	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	9/10/14	CM2014-0731 E coli Box 10 Tube 70	CM2014-0731	E. coli Box 10 Tube 70	E471	not sent	254988	Canine	urinary	Urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	20/10/14	CM2014-0754 E coli Box 10 Tube 72	CM2014-0754	E. coli Box 10 Tube 72	E472	not sent	297341	Equine	systemic or large cavities	peritoneal fluid	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2014	22/10/14	CM2014-0761 E coli Box 10 Tube 73	CM2014-0761	E. coli Box 10 Tube 73	E473	not sent	274170	Feline	urinary	Cysto.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	25/9/14	CM2014-0679 E coli Box 10 Tube 75	CM2014-0679	E. coli Box 10 Tube 75	E474	not sent	232371	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	25/9/14	CM2014-0682 E coli Box 10 Tube 78	CM2014-0682	E. coli Box 10 Tube 78	E475	not sent	286174	Canine	urinary	"urine, spin down, pellet"	R	S	S	.	R	S	R	R	.	.	.	.
Escherichia	2014	26/9/14	CM2014-0686 E coli Box 10 Tube 79	CM2014-0686	E. coli Box 10 Tube 79	E476	not sent	292390	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	.	.	.	.
Escherichia	2014	26/9/14	CM2014-0687 E coli Box 10 Tube 80	CM2014-0687	E. coli Box 10 Tube 80	E477	not sent	296898	Equine	cardiovascular	Blood culture	S	.	.	S	S	R	S	R	S	.	S	S
Escherichia	2014	23/10/14	CM2014-0767 E coli Box 11 Tube 1	CM2014-0767	E. coli Box 11 Tube 1	E478	not sent	296866	Canine	skin and subcutis	Swab from pressure abscess	R	R	R	.	R	R	R	R	R	R	R	S
Escherichia	2014	24/10/14	CM2014-0769 E coli Box 11 Tube 2	CM2014-0769	E. coli Box 11 Tube 2	E479	not sent	NA	Canine	skin and subcutis	Purulent material/Necrosis in LHL	R	R	R	.	R	R	R	R	.	.	.	.
Escherichia	2014	28/10/14	CM2014-0783 E coli Box 11 Tube 3	CM2014-0783	E. coli Box 11 Tube 3	E480	not sent	297474	Canine	urinary	Prostate swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	4/11/14	CM2014-0802 E coli Box 11 Tube 7	CM2014-0802	E. coli Box 11 Tube 7	E481	not sent	241434	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	4/11/14	CM2014-0803 E coli Box 11 Tube 8	CM2014-0803	E. coli Box 11 Tube 8	E482	not sent	286174	Canine	urinary	Urine	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2014	4/11/14	CM2014-0805 E coli Box 11 Tube 9	CM2014-0805	E. coli Box 11 Tube 9	E483	not sent	297185	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	6/11/14	CM2014-0811 E coli Box 11 Tube 11	CM2014-0811	E. coli Box 11 Tube 11	E484	not sent	254988	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	11/11/14	CM2014-0821 E coli Box 11 Tube 12	CM2014-0821	E. coli Box 11 Tube 12	E485	not sent	270249	Feline	urinary	"Abdominal fluid 5mL  - sediment.

Abdominal swab from surgery

Bladder wall"	S	S	S	.	S	S	S	S	.	.	S	.
Escherichia	2014	19/11/14	CM2014-0849 E coli Box 11 Tube 16	CM2014-0849	E. coli Box 11 Tube 16	E486	not sent	293272	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	20/11/14	CM2014-0856 E coli Box 11 Tube 17	CM2014-0856	E. coli Box 11 Tube 17	E487	not sent	296750	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	24/11/14	CM2014-0867 E coli Box 11 Tube 20	CM2014-0867	E. coli Box 11 Tube 20	E488	not sent	297982	Equine	systemic or large cavities	"Peritoneal fluid, 5mL sediment."	R	.	.	S	S	S	S	S	S	.	R	.
Escherichia	2014	24/11/14	CM2014-0868 E coli Box 11 Tube 21	CM2014-0868	E. coli Box 11 Tube 21	E489	not sent	297999	Feline	urinary	Urine and swba of kidney pus	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	26/11/14	CM2014-0879 E coli Box 11 Tube 21	CM2014-0879	E. coli Box 11 Tube 21	E490	not sent	269020	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	2/12/14	CM2014-0892 E coli Box 11 Tube 23	CM2014-0892	E. coli Box 11 Tube 23	E491	not sent	290290	Canine	urinary	Urine and prostate abscess	R	R	S	.	R	R	R	R	S	.	R	S
Escherichia	2014	3/12/14	CM2014-0894 E coli Box 11 Tube 24	CM2014-0894	E. coli Box 11 Tube 24	E492	not sent	292390	Canine	urinary	Urine	R	.	S	.	R	R	R	R	.	.	.	.
Escherichia	2014	5/12/14	CM2014-0906 E coli Box 11 Tube 25	CM2014-0906	E. coli Box 11 Tube 25	E493	not sent	298207	Exotic/other	cardiovascular	Blood culture - Alpacca	S	S	S	.	S	S	S	S	.	.	S	S
Escherichia	2014	5/12/14	CM2014-0907 E coli Box 11 Tube 26	CM2014-0907	E. coli Box 11 Tube 26	E494	not sent	210755	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	9/12/14	CM2014-0915 E coli Box 11 Tube 27	CM2014-0915	E. coli Box 11 Tube 27	E495	not sent	290290	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	.	.	.	.
Escherichia	2014	12/12/14	CM2014-0929 E coli Box 11 Tube 28	CM2014-0929	E. coli Box 11 Tube 28	E496	not sent	252486	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	16/12/14	CM2014-0934 E coli Box 11 Tube 30	CM2014-0934	E. coli Box 11 Tube 30	E497	not sent	298377	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	3/2/15	CM2015-0042 E coli Box 11 Tube 34	CM2015-0042	E. coli Box 11 Tube 34	E498	not sent	252486	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2015	10/2/15	CM2015-0056 E coli Box 11 Tube 36	CM2015-0056	E. coli Box 11 Tube 36	E499	not sent	299432	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	11/2/15	CM2015-0064 E coli Box 11 Tube 37	CM2015-0064	E. coli Box 11 Tube 37	E500	not sent	285063	Feline	urinary	Cystocentesis.	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	24/2/15	CM2015-0093 E coli Box 11 Tube 41	CM2015-0093	E. coli Box 11 Tube 41	E501	not sent	261359	Canine	urinary	Urine	R	R	R	.	S	S	R	S	.	.	.	.
Escherichia	2015	3/3/15	CM2015-0116 E coli Box 11 Tube 42	CM2015-0116	E. coli Box 11 Tube 42	E502	not sent	299891	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	12/3/15	CM2015-0136 E coli Box 11 Tube 44	CM2015-0136	E. coli Box 11 Tube 44	E503	not sent	300122	Equine	musculo-skeletal	Joint fluid in culture bottle.	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2015	13/3/15	CM2015-0143 E coli Box 11 Tube 45	CM2015-0143	E. coli Box 11 Tube 45	E504	not sent	245600	Feline	urinary	Urine	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	20/3/15	CM2015-0170 E coli Box 11 Tube 50	CM2015-0170	E. coli Box 11 Tube 50	E505	not sent	285063	Feline	urinary	Urine	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	23/3/15	CM2015-0172 E coli Box 11 Tube 51	CM2015-0172	E. coli Box 11 Tube 51	E506	not sent	293272	Canine	urinary	Urine	R	R	S	.	R	R	R	R	.	.	R	S
Escherichia	2015	31/3/15	CM2015-0212 E coli Box 11 Tube 56	CM2015-0212	E. coli Box 11 Tube 56	E507	not sent	299432	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	31/3/15	CM2015-0213 E coli Box 11 Tube 57	CM2015-0213	E. coli Box 11 Tube 57	E508	not sent	293272	Canine	urinary	Urine	R	R	S	.	R	R	R	R	S	.	.	S
Escherichia	2015	9/4/15	CM2015-0235 E coli Box 11 Tube 58	CM2015-0235	E. coli Box 11 Tube 58	E509	not sent	289672	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	9/4/15	CM2015-0235 E coli Box 11 Tube 59	CM2015-0235	E. coli Box 11 Tube 59	E510	not sent	289672	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	13/4/15	CM2015-0250 E coli Box 11 Tube 61	CM2015-0250	E. coli Box 11 Tube 61	E511	not sent	300566	Equine	systemic or large cavities	peritoneal fluid	R	.	.	S	S	R	S	S	S	.	R	.
Escherichia	2015	22/6/15	CM2015-0470 E coli Box 11 Tube 61	CM2015-0470	E. coli Box 11 Tube 61	E512	not sent	301885	Feline	systemic or large cavities	Swabs from L +R retroperitoneal cavity	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	8/5/15	CM2015-0333 E coli Box 11 Tube 62	CM2015-0333	E. coli Box 11 Tube 62	E513	not sent	301153	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	13/5/15	CM2015-0348 E coli Box 11 Tube 63	CM2015-0348	E. coli Box 11 Tube 63	E514	not sent	no info	Canine	musculo-skeletal	"Right elbow - tissue/abscess

Synovium R shoulder

Lumbosacral region - swab"	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2015	19/5/15	CM2015-0363 E coli Box 11 Tube 64	CM2015-0363	E. coli Box 11 Tube 64	E515	not sent	297925	Canine	skin and subcutis	Anal gland swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	2/6/15	CM2015-0409 E coli Box 11 Tube 69	CM2015-0409	E. coli Box 11 Tube 69	E516	not sent	261717	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	10/6/15	CM2015-0430 E coli Box 11 Tube 70	CM2015-0430	E. coli Box 11 Tube 70	E517	not sent	285063	Feline	urinary	Urine	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	9/6/15	CM2015-0432 E coli Box 11 Tube 71	CM2015-0432	E. coli Box 11 Tube 71	E518	not sent	208518	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	14/6/15	CM2015-0449 E coli Box 11 Tube 72	CM2015-0449	E. coli Box 11 Tube 72	E519	not sent	130560	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	15/6/15	CM2015-0450 E coli Box 11 Tube 73	CM2015-0450	E. coli Box 11 Tube 73	E520	not sent	301156	Canine	systemic or large cavities	Swabs of uterine stub and abdomen post flush and omentum tissue	R	R	R	.	S	S	S	S	S	.	R	S
Escherichia	2015	23/6/15	CM2015-0490 E coli Box 11 Tube 74	CM2015-0490	E. coli Box 11 Tube 74	E521	not sent	208518	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	24/6/15	CM2015-0493 E coli Box 11 Tube 75	CM2015-0493	E. coli Box 11 Tube 75	E522	not sent	261249	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	25/6/15	CM2015-0494 E coli Box 11 Tube 76	CM2015-0494	E. coli Box 11 Tube 76	E523	not sent	21624	Canine	reproductive	Recat and Vaginal swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2015	25/6/15	CM2015-0494 E coli Box 11 Tube 77	CM2015-0494	E. coli Box 11 Tube 77	E524	not sent	21624	Canine	reproductive	Recat alnd Vaginal swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2015	29/6/15	CM2015-0508 E coli Box 11 Tube 78	CM2015-0508	E. coli Box 11 Tube 78	E525	not sent	299432	Canine	urinary	"Urine, approx 2 mL, peletted by centrifugation"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	1/7/15	CM2015-0522 E coli Box 11 Tube 79	CM2015-0522	E. coli Box 11 Tube 79	E526	not sent	273436	Canine	urinary	"urine, to be charge to teaching account (see Daniel for info)"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	8/7/15	CM2015-0536 E coli Box 11 Tube 80	CM2015-0536	E. coli Box 11 Tube 80	E527	not sent	33348	Feline	urinary	Cystocentesis.	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	14/7/15	CM2015-0557 E coli Box 12 Tube 1	CM2015-0557	E. coli Box 12 Tube 1	E528	not sent	302269	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	16/7/15	CM2015-0562 E coli Box 12 Tube 3	CM2015-0562	E. coli Box 12 Tube 3	E529	not sent	302287	Feline	systemic or large cavities	Abdominal fluid swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	23/7/15	CM2015-0588 E coli Box 12 Tube 5	CM2015-0588	E. coli Box 12 Tube 5	E530	not sent	293136	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	R	.	R	.
Escherichia	2015	28/7/15	CM2015-0597 E coli Box 12 Tube 6	CM2015-0597	E. coli Box 12 Tube 6	E531	not sent	302370	Canine	ear	Ear swabs L + R	S	S	S	.	S	S	S	S	S	.	.	S
Escherichia	2015	14/8/15	CM2015-0664 E coli Box 12 Tube 19	CM2015-0664	E. coli Box 12 Tube 19	E532	not sent	293272	Canine	urinary	Cystocentesis.	R	R	S	.	R	R	R	R	.	.	.	.
Escherichia	2015	14/8/15	CM2015-0665 E coli Box 12 Tube 20	CM2015-0665	E. coli Box 12 Tube 20	E533	not sent	208518	Feline	urinary	"urine cysto, bloody"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	19/8/15	CM2015-0680 E coli Box 12 Tube 21	CM2015-0680	E. coli Box 12 Tube 21	E534	not sent	261249	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	24/8/15	CM2015-0709 E coli Box 12 Tube 22	CM2015-0709	E. coli Box 12 Tube 22	E535	not sent	302993	Canine	skin and subcutis	Salivary abscess swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	25/8/15	CM2015-0722 E coli Box 12 Tube 23	CM2015-0722	E. coli Box 12 Tube 23	E536	not sent	293136	Canine	urinary	Urine	R	S	S	.	R	R	R	R	.	.	.	.
Escherichia	2015	26/8/15	CM2015-0729 E coli Box 12 Tube 24	CM2015-0729	E. coli Box 12 Tube 24	E537	not sent	201808	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	27/8/15	CM2015-0735 E coli Box 12 Tube 25	CM2015-0735	E. coli Box 12 Tube 25	E538	not sent	303019	Canine	respiratory	ET tube swab	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2015	27/8/15	CM2015-0740 E coli Box 12 Tube 27	CM2015-0740	E. coli Box 12 Tube 27	E539	not sent	202845	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	27/8/15	CM2015-0741 E coli Box 12 Tube 28	CM2015-0741	E. coli Box 12 Tube 28	E540	not sent	237171	Feline	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	2/9/15	CM2015-0760 E coli Box 12 Tube 29	CM2015-0760	E. coli Box 12 Tube 29	E541	not sent	296868	Canine	urinary	Cystocentesis.	S	S	S	.	R	S	R	S	.	.	.	.
Escherichia	2015	7/9/15	CM2015-0772 E coli Box 12 Tube 30	CM2015-0772	E. coli Box 12 Tube 30	E542	not sent	302925	Canine	skin and subcutis	wound swab	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	4/9/15	CM2015-0773 E coli Box 12 Tube 31	CM2015-0773	E. coli Box 12 Tube 31	E543	not sent	140471	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	9/9/15	CM2015-0779 E coli Box 12 Tube 32	CM2015-0779	E. coli Box 12 Tube 32	E544	not sent	303297	Feline	respiratory	Pleural fluid.	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2015	9/9/15	CM2015-0785 E coli Box 12 Tube 33	CM2015-0785	E. coli Box 12 Tube 33	E545	not sent	261249	Canine	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	11/9/15	CM2015-0788 E coli Box 12 Tube 34	CM2015-0788	E. coli Box 12 Tube 34	E546	not sent	303389	Equine	reproductive	"Placenta, Stomach contents, Liver, lung."	S	.	.	S	S	S	R	S	S	.	S	S
Escherichia	2015	11/9/15	CM2015-0791 E coli Box 12 Tube 35	CM2015-0791	E. coli Box 12 Tube 35	E547	not sent	201808	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2015	11/9/15	CM2015-0796 E coli Box 12 Tube 36	CM2015-0796	E. coli Box 12 Tube 36	E548	not sent	303044	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	16/9/15	CM2015-0809 E coli Box 12 Tube 38	CM2015-0809	E. coli Box 12 Tube 38	E549	not sent	290061	Canine	reproductive	Pyometra swab	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	23/9/15	CM2015-0838 E coli Box 12 Tube 39	CM2015-0838	E. coli Box 12 Tube 39	E550	not sent	303628	Canine	urinary	"Cystocentesis, sediment"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2015	23/9/15	CM2015-0838 E coli Box 12 Tube 40	CM2015-0838	E. coli Box 12 Tube 40	E551	not sent	303628	Canine	urinary	"Cystocentesis, sediment"	S	S	S	.	S	S	S	S	.	.	.	.
